[0, 0, 64, 0, 0, 0, 62, 0, 0, 96, 45, 0, 0, 50, 0, 0, 90, 0, 61, 0, 65, 0, 0, 0, 93, 12, 0, 0, 0, 0, 90, 70, 0, 0, 0, 92, 0, 0, 14, 54, 0, 0, 80, 0, 70, 10, 31]
[0, 78, 60, 27, 84, 0, 93, 54, 0, 3, 87, 0, 42, 50, 16, 24, 1, 90, 98, 75, 16, 0, 71, 5, 0, 13, 0, 0, 88, 0, 0, 0, 0, 58, 90, 0, 74, 0, 58, 0, 0, 0, 61, 5, 0, 0, 0]
[64, 60, 0, 0, 24, 59, 0, 0, 0, 22, 4, 0, 0, 0, 44, 0, 61, 59, 64, 0, 17, 0, 29, 0, 0, 0, 0, 69, 94, 0, 0, 49, 0, 0, 65, 73, 64, 0, 2, 0, 0, 0, 49, 37, 5, 81, 60]
[0, 27, 0, 0, 4, 0, 0, 0, 44, 73, 0, 0, 6, 0, 48, 42, 0, 0, 74, 35, 0, 26, 0, 0, 64, 0, 0, 0, 63, 72, 0, 0, 0, 0, 97, 51, 36, 11, 0, 82, 0, 44, 41, 9, 93, 31, 98]
[0, 84, 24, 4, 35, 82, 0, 0, 0, 0, 40, 0, 85, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 75, 30, 27, 0, 54, 0, 0, 5, 0, 53, 0, 0, 0, 90, 18, 0, 0, 0]
[0, 0, 59, 0, 82, 0, 78, 31, 6, 63, 38, 0, 0, 31, 69, 0, 0, 0, 0, 34, 0, 0, 26, 54, 11, 0, 0, 72, 0, 0, 0, 0, 0, 48, 0, 30, 57, 0, 82, 40, 0, 84, 98, 0, 0, 0, 0]
[62, 93, 0, 0, 0, 78, 0, 0, 7, 7, 0, 0, 0, 10, 0, 0, 9, 0, 15, 0, 0, 0, 0, 45, 96, 51, 0, 90, 0, 0, 0, 91, 34, 0, 90, 12, 0, 0, 23, 0, 44, 26, 0, 0, 46, 0, 26]
[0, 54, 0, 0, 0, 31, 0, 0, 12, 0, 40, 0, 7, 0, 95, 0, 37, 0, 0, 77, 0, 0, 0, 0, 11, 25, 8, 60, 47, 0, 0, 89, 6, 94, 20, 0, 0, 0, 87, 0, 14, 0, 41, 72, 5, 58, 0]
[0, 0, 0, 44, 0, 6, 7, 12, 0, 0, 0, 27, 0, 0, 23, 46, 15, 0, 0, 52, 0, 0, 95, 2, 40, 0, 0, 0, 84, 0, 0, 11, 7, 75, 0, 45, 0, 93, 0, 0, 42, 69, 0, 82, 94, 0, 0]
[96, 3, 22, 73, 0, 63, 7, 0, 0, 0, 0, 0, 0, 43, 0, 12, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 70, 0, 0, 15, 76, 0, 0, 0, 0, 51, 67, 0, 0, 66, 0, 69, 86, 25, 64, 62]
