[0, 0, 13, 66, 0, 0, 13, 55, 0, 83, 76, 72, 0, 0, 99, 61, 9, 68, 56, 0, 56, 0, 91, 0, 0, 13, 0, 0, 0, 0, 75, 0, 0, 0, 0, 45, 0, 82, 60, 94]
[0, 0, 0, 98, 3, 17, 0, 0, 18, 0, 56, 0, 0, 0, 76, 27, 85, 89, 10, 0, 0, 0, 63, 0, 0, 0, 94, 43, 0, 78, 0, 29, 16, 33, 6, 95, 81, 81, 0, 0]
[13, 0, 72, 47, 50, 0, 0, 59, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 26, 0]
[66, 98, 47, 73, 0, 0, 15, 2, 68, 61, 62, 75, 0, 0, 0, 0, 0, 76, 59, 54, 0, 0, 54, 0, 0, 0, 9, 0, 0, 0, 0, 0, 23, 27, 0, 0, 93, 47, 5, 40]
[0, 3, 50, 0, 22, 0, 0, 0, 96, 9, 4, 0, 0, 0, 67, 4, 31, 0, 0, 0, 91, 53, 0, 68, 52, 0, 0, 30, 77, 71, 40, 0, 81, 0, 0, 71, 0, 97, 30, 5]
[0, 17, 0, 0, 0, 0, 57, 0, 93, 0, 0, 8, 0, 88, 0, 27, 0, 0, 0, 72, 5, 18, 0, 0, 89, 0, 32, 0, 24, 89, 0, 0, 70, 68, 0, 0, 54, 0, 31, 0]
[13, 0, 0, 15, 0, 57, 0, 44, 0, 0, 85, 98, 0, 29, 90, 0, 0, 0, 34, 73, 0, 55, 75, 36, 0, 0, 0, 0, 4, 22, 12, 51, 0, 30, 0, 0, 0, 72, 0, 52]
[55, 0, 59, 2, 0, 0, 44, 0, 74, 97, 0, 0, 0, 80, 0, 96, 2, 89, 0, 65, 0, 0, 0, 0, 0, 0, 85, 26, 36, 0, 0, 0, 0, 0, 84, 13, 0, 0, 0, 16]
[0, 18, 0, 68, 96, 93, 0, 74, 0, 0, 0, 82, 16, 0, 0, 54, 0, 0, 49, 36, 0, 61, 0, 0, 53, 45, 87, 95, 0, 0, 0, 84, 20, 59, 47, 2, 93, 0, 34, 29]
[83, 0, 0, 61, 9, 0, 0, 97, 0, 0, 0, 0, 99, 0, 0, 0, 5, 67, 0, 0, 0, 93, 76, 74, 0, 0, 92, 59, 97, 32, 0, 0, 0, 0, 78, 0, 81, 18, 96, 0]
[76, 56, 0, 62, 4, 0, 85, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 49, 28, 20, 53, 31, 61, 0, 82, 7, 48, 0, 0, 0, 67, 0, 0, 0, 41, 94, 60]
[72, 0, 0, 75, 0, 8, 98, 0, 82, 0, 0, 0, 6, 0, 0, 1, 0, 51, 0, 33, 0, 32, 55, 0, 28, 0, 47, 0, 0, 49, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 16, 99, 0, 6, 57, 61, 0, 0, 0, 62, 0, 0, 4, 57, 0, 0, 31, 17, 26, 0, 0, 74, 0, 93, 7, 43, 0, 0, 0, 67, 38, 50]
[0, 0, 0, 0, 0, 88, 29, 80, 0, 0, 0, 0, 61, 0, 0, 24, 0, 61, 0, 59, 53, 8, 44, 87, 0, 4, 42, 10, 79, 0, 44, 40, 0, 0, 55, 0, 62, 0, 0, 0]
[99, 76, 69, 0, 67, 0, 90, 0, 0, 0, 59, 0, 0, 0, 0, 0, 48, 48, 94, 10, 0, 0, 29, 0, 67, 48, 0, 24, 0, 32, 15, 0, 0, 93, 67, 57, 45, 0, 67, 0]
[61, 27, 0, 0, 4, 27, 0, 96, 54, 0, 0, 1, 0, 24, 0, 57, 0, 65, 36, 60, 0, 0, 0, 42, 0, 43, 63, 81, 0, 0, 22, 48, 0, 0, 35, 81, 0, 0, 70, 87]
[9, 85, 0, 0, 31, 0, 0, 2, 0, 5, 0, 0, 0, 0, 48, 0, 0, 93, 0, 74, 0, 88, 0, 23, 14, 11, 0, 26, 97, 0, 0, 23, 0, 47, 0, 0, 76, 90, 0, 22]
[68, 89, 0, 76, 0, 0, 0, 89, 0, 67, 0, 51, 62, 61, 48, 65, 93, 0, 19, 59, 61, 0, 0, 70, 82, 0, 69, 0, 0, 0, 40, 0, 0, 0, 2, 51, 0, 30, 0, 0]
[56, 10, 0, 59, 0, 0, 34, 0, 49, 0, 0, 0, 0, 0, 94, 36, 0, 19, 0, 0, 70, 0, 0, 0, 0, 2, 0, 86, 86, 90, 0, 60, 47, 37, 6, 0, 0, 83, 0, 7]
[0, 0, 0, 54, 0, 72, 73, 65, 36, 0, 0, 33, 0, 59, 10, 60, 74, 59, 0, 0, 0, 0, 0, 84, 0, 0, 37, 37, 75, 93, 0, 0, 0, 28, 73, 3, 0, 0, 8, 0]
[56, 0, 0, 0, 91, 5, 0, 0, 0, 0, 49, 0, 4, 53, 0, 0, 0, 61, 70, 0, 0, 0, 0, 0, 0, 92, 47, 0, 71, 0, 0, 0, 32, 11, 0, 0, 0, 80, 0, 12]
[0, 0, 0, 0, 53, 18, 55, 0, 61, 93, 28, 32, 57, 8, 0, 0, 88, 0, 0, 0, 0, 0, 0, 52, 0, 82, 0, 0, 0, 15, 0, 93, 79, 32, 25, 65, 11, 25, 0, 0]
[91, 63, 0, 54, 0, 0, 75, 0, 0, 76, 20, 55, 0, 44, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 40, 95, 0, 0, 0, 0, 6, 20, 0, 0, 58, 12, 4, 0]
[0, 0, 0, 0, 68, 0, 36, 0, 0, 74, 53, 0, 0, 87, 0, 42, 23, 70, 0, 84, 0, 52, 0, 0, 0, 0, 0, 0, 0, 80, 0, 61, 0, 25, 0, 0, 0, 0, 0, 36]
[0, 0, 0, 0, 52, 89, 0, 0, 53, 0, 31, 28, 31, 0, 67, 0, 14, 82, 0, 0, 0, 0, 17, 0, 0, 93, 0, 77, 67, 20, 0, 0, 56, 0, 0, 0, 0, 0, 24, 0]
[13, 0, 38, 0, 0, 0, 0, 0, 45, 0, 61, 0, 17, 4, 48, 43, 11, 0, 2, 0, 92, 82, 0, 0, 93, 0, 99, 57, 0, 74, 15, 0, 0, 5, 6, 41, 98, 43, 0, 55]
[0, 94, 0, 9, 0, 32, 0, 85, 87, 92, 0, 47, 26, 42, 0, 63, 0, 69, 0, 37, 47, 0, 40, 0, 0, 99, 0, 43, 87, 35, 0, 0, 60, 83, 99, 45, 0, 0, 0, 0]
[0, 43, 0, 0, 30, 0, 0, 26, 95, 59, 82, 0, 0, 10, 24, 81, 26, 0, 86, 37, 0, 0, 95, 0, 77, 57, 43, 0, 0, 0, 0, 0, 0, 65, 0, 52, 27, 14, 48, 0]
[0, 0, 0, 0, 77, 24, 4, 36, 0, 97, 7, 0, 0, 79, 0, 0, 97, 0, 86, 75, 71, 0, 0, 0, 67, 0, 87, 0, 19, 0, 0, 0, 0, 49, 65, 0, 0, 0, 1, 0]
[0, 78, 0, 0, 71, 89, 22, 0, 0, 32, 48, 49, 74, 0, 32, 0, 0, 0, 90, 93, 0, 15, 0, 80, 20, 74, 35, 0, 0, 0, 0, 0, 56, 0, 43, 0, 0, 35, 0, 0]
[75, 0, 0, 0, 40, 0, 12, 0, 0, 0, 0, 0, 0, 44, 15, 22, 0, 40, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 50, 40, 0]
[0, 29, 0, 0, 0, 0, 51, 0, 84, 0, 0, 0, 93, 40, 0, 48, 23, 0, 60, 0, 0, 93, 0, 61, 0, 0, 0, 0, 0, 0, 0, 36, 74, 51, 0, 0, 0, 0, 93, 0]
[0, 16, 0, 23, 81, 70, 0, 0, 20, 0, 0, 23, 7, 0, 0, 0, 0, 0, 47, 0, 32, 79, 6, 0, 56, 0, 60, 0, 0, 56, 0, 74, 0, 0, 44, 94, 94, 0, 70, 0]
[0, 33, 0, 27, 0, 68, 30, 0, 59, 0, 67, 0, 43, 0, 93, 0, 47, 0, 37, 28, 11, 32, 20, 25, 0, 5, 83, 65, 49, 0, 0, 51, 0, 0, 0, 27, 74, 0, 0, 0]
[0, 6, 0, 0, 0, 0, 0, 84, 47, 78, 0, 0, 0, 55, 67, 35, 0, 2, 6, 73, 0, 25, 0, 0, 0, 6, 99, 0, 65, 43, 0, 0, 44, 0, 78, 0, 66, 0, 66, 66]
[45, 95, 0, 0, 71, 0, 0, 13, 2, 0, 0, 0, 0, 0, 57, 81, 0, 51, 0, 3, 0, 65, 0, 0, 0, 41, 45, 52, 0, 0, 99, 0, 94, 27, 0, 0, 97, 0, 97, 6]
[0, 81, 37, 93, 0, 54, 0, 0, 93, 81, 0, 0, 0, 62, 45, 0, 76, 0, 0, 0, 0, 11, 58, 0, 0, 98, 0, 27, 0, 0, 0, 0, 94, 74, 66, 97, 10, 20, 30, 97]
[82, 81, 0, 47, 97, 0, 72, 0, 0, 18, 41, 0, 67, 0, 0, 0, 90, 30, 83, 0, 80, 25, 12, 0, 0, 43, 0, 14, 0, 35, 50, 0, 0, 0, 0, 0, 20, 0, 0, 0]
[60, 0, 26, 5, 30, 31, 0, 0, 34, 96, 94, 0, 38, 0, 67, 70, 0, 0, 0, 8, 0, 0, 4, 0, 24, 0, 0, 48, 1, 0, 40, 93, 70, 0, 66, 97, 30, 0, 0, 55]
[94, 0, 0, 40, 5, 0, 52, 16, 29, 0, 60, 0, 50, 0, 0, 87, 22, 0, 7, 0, 12, 0, 0, 36, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 66, 6, 97, 0, 55, 0]
