[20, 72, 82, 92, 0, 21, 94, 0, 65, 75, 0, 0, 0, 0, 76, 0, 0, 54, 26, 75, 0, 0, 0, 0, 0, 70, 59, 0, 90]
[72, 0, 10, 0, 25, 45, 0, 0, 0, 1, 21, 65, 78, 59, 0, 0, 0, 29, 75, 0, 45, 0, 50, 2, 0, 0, 89, 0, 0]
[82, 10, 70, 0, 15, 7, 0, 0, 0, 0, 9, 10, 13, 46, 47, 18, 46, 12, 0, 37, 0, 78, 42, 0, 5, 74, 0, 0, 10]
[92, 0, 0, 93, 19, 0, 0, 6, 0, 0, 26, 0, 0, 0, 50, 0, 0, 8, 30, 0, 57, 81, 0, 75, 82, 0, 0, 0, 0]
[0, 25, 15, 19, 0, 40, 34, 25, 0, 0, 91, 4, 0, 0, 33, 95, 71, 4, 0, 0, 0, 50, 0, 48, 0, 0, 80, 24, 0]
[21, 45, 7, 0, 40, 0, 0, 47, 46, 54, 71, 0, 91, 54, 77, 5, 0, 45, 0, 36, 54, 0, 0, 0, 57, 91, 0, 6, 75]
[94, 0, 0, 0, 34, 0, 59, 16, 35, 0, 65, 0, 0, 68, 25, 0, 0, 30, 76, 81, 0, 57, 23, 0, 12, 14, 0, 0, 0]
[0, 0, 0, 6, 25, 47, 16, 55, 0, 0, 0, 74, 0, 0, 0, 17, 0, 14, 0, 0, 60, 49, 1, 93, 0, 0, 26, 77, 27]
[65, 0, 0, 0, 0, 46, 35, 0, 42, 76, 85, 0, 0, 29, 0, 91, 0, 13, 52, 0, 49, 76, 67, 0, 55, 0, 42, 0, 36]
[75, 1, 0, 0, 0, 54, 0, 0, 76, 0, 47, 0, 0, 9, 22, 78, 61, 33, 0, 76, 52, 0, 0, 46, 30, 0, 85, 55, 0]
[0, 21, 9, 26, 91, 71, 65, 0, 85, 47, 98, 0, 0, 0, 53, 51, 0, 0, 46, 73, 92, 35, 91, 0, 73, 90, 9, 12, 0]
[0, 65, 10, 0, 4, 0, 0, 74, 0, 0, 0, 77, 0, 3, 0, 0, 26, 0, 0, 27, 0, 0, 0, 63, 0, 0, 70, 0, 85]
[0, 78, 13, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 60, 0, 0, 91, 0, 0, 60, 0, 0, 0, 34, 90, 17]
[0, 59, 46, 0, 0, 54, 68, 0, 29, 9, 0, 3, 60, 0, 48, 0, 0, 0, 0, 25, 0, 7, 79, 53, 0, 34, 31, 8, 0]
[76, 0, 47, 50, 33, 77, 25, 0, 0, 22, 53, 0, 0, 48, 0, 0, 0, 29, 0, 0, 0, 70, 0, 80, 84, 87, 88, 31, 0]
[0, 0, 18, 0, 95, 5, 0, 17, 91, 78, 51, 0, 0, 0, 0, 0, 56, 6, 16, 7, 83, 71, 0, 92, 81, 51, 0, 0, 0]
[0, 0, 46, 0, 71, 0, 0, 0, 0, 61, 0, 26, 60, 0, 0, 56, 39, 0, 0, 0, 0, 0, 0, 86, 0, 34, 0, 1, 15]
[54, 29, 12, 8, 4, 45, 30, 14, 13, 33, 0, 0, 0, 0, 29, 6, 0, 0, 57, 18, 0, 0, 65, 0, 0, 0, 0, 49, 37]
[26, 75, 0, 30, 0, 0, 76, 0, 52, 0, 46, 0, 0, 0, 0, 16, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6]
[75, 0, 37, 0, 0, 36, 81, 0, 0, 76, 73, 27, 91, 25, 0, 7, 0, 18, 0, 0, 0, 31, 41, 87, 9, 0, 83, 0, 17]
[0, 45, 0, 57, 0, 54, 0, 60, 49, 52, 92, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 4, 0, 39, 0, 90, 94]
[0, 0, 78, 81, 50, 0, 57, 49, 76, 0, 35, 0, 0, 7, 70, 71, 0, 0, 0, 31, 0, 0, 21, 0, 80, 0, 0, 0, 36]
[0, 50, 42, 0, 0, 0, 23, 1, 67, 0, 91, 0, 60, 79, 0, 0, 0, 65, 0, 41, 0, 21, 0, 0, 95, 0, 0, 0, 67]
[0, 2, 0, 75, 48, 0, 0, 93, 0, 46, 0, 63, 0, 53, 80, 92, 86, 0, 0, 87, 4, 0, 0, 24, 0, 0, 19, 82, 0]
[0, 0, 5, 82, 0, 57, 12, 0, 55, 30, 73, 0, 0, 0, 84, 81, 0, 0, 0, 9, 0, 80, 95, 0, 18, 39, 0, 52, 7]
[70, 0, 74, 0, 0, 91, 14, 0, 0, 0, 90, 0, 0, 34, 87, 51, 34, 0, 0, 0, 39, 0, 0, 0, 39, 0, 92, 0, 0]
[59, 89, 0, 0, 80, 0, 0, 26, 42, 85, 9, 70, 34, 31, 88, 0, 0, 0, 5, 83, 0, 0, 0, 19, 0, 92, 77, 25, 45]
[0, 0, 0, 0, 24, 6, 0, 77, 0, 55, 12, 0, 90, 8, 31, 0, 1, 49, 0, 0, 90, 0, 0, 82, 52, 0, 25, 57, 30]
[90, 0, 10, 0, 0, 75, 0, 27, 36, 0, 0, 85, 17, 0, 0, 0, 15, 37, 6, 17, 94, 36, 67, 0, 7, 0, 45, 30, 34]
