[17, 0, 81, 0, 66, 0, 39, 0, 0, 0, 57, 0, 0, 31, 0, 0, 36, 69, 0, 77, 59, 0, 27, 0, 98]
[0, 53, 0, 0, 0, 0, 11, 9, 50, 0, 0, 12, 7, 25, 86, 61, 0, 63, 0, 49, 27, 0, 97, 0, 33]
[81, 0, 92, 0, 0, 0, 51, 0, 0, 89, 16, 0, 0, 98, 69, 0, 0, 0, 34, 0, 88, 0, 0, 95, 59]
[0, 0, 0, 0, 0, 95, 0, 0, 0, 68, 0, 57, 23, 0, 33, 0, 51, 0, 55, 2, 77, 0, 0, 0, 0]
[66, 0, 0, 0, 0, 0, 70, 35, 16, 0, 0, 4, 0, 0, 0, 0, 61, 15, 34, 86, 49, 5, 0, 24, 0]
[0, 0, 0, 95, 0, 0, 48, 0, 87, 94, 92, 0, 61, 85, 0, 0, 89, 0, 0, 28, 0, 0, 0, 0, 85]
[39, 11, 51, 0, 70, 48, 56, 14, 67, 0, 0, 0, 0, 0, 9, 0, 0, 31, 0, 34, 63, 8, 0, 0, 86]
[0, 9, 0, 0, 35, 0, 14, 0, 26, 16, 0, 0, 41, 94, 0, 48, 8, 0, 0, 0, 0, 86, 0, 13, 0]
[0, 50, 0, 0, 16, 87, 67, 26, 0, 53, 78, 22, 0, 0, 0, 0, 0, 14, 37, 0, 5, 53, 70, 59, 93]
[0, 0, 89, 68, 0, 94, 0, 16, 53, 13, 0, 94, 64, 0, 0, 24, 42, 60, 9, 0, 65, 0, 5, 91, 56]
[57, 0, 16, 0, 0, 92, 0, 0, 78, 0, 0, 86, 0, 0, 47, 34, 57, 71, 40, 46, 59, 6, 48, 0, 0]
[0, 12, 0, 57, 4, 0, 0, 0, 22, 94, 86, 0, 0, 0, 42, 41, 0, 0, 48, 0, 26, 71, 26, 0, 96]
[0, 7, 0, 23, 0, 61, 0, 41, 0, 64, 0, 0, 0, 0, 0, 11, 35, 0, 48, 78, 0, 76, 0, 0, 49]
[31, 25, 98, 0, 0, 85, 0, 94, 0, 0, 0, 0, 0, 38, 0, 29, 28, 88, 63, 78, 0, 0, 97, 0, 62]
[0, 86, 69, 33, 0, 0, 9, 0, 0, 0, 47, 42, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 64, 74]
[0, 61, 0, 0, 0, 0, 0, 48, 0, 24, 34, 41, 11, 29, 0, 34, 96, 0, 10, 0, 0, 58, 60, 65, 0]
[36, 0, 0, 51, 61, 89, 0, 8, 0, 42, 57, 0, 35, 28, 0, 96, 0, 24, 0, 0, 0, 86, 62, 0, 0]
[69, 63, 0, 0, 15, 0, 31, 0, 14, 60, 71, 0, 0, 88, 0, 0, 24, 36, 12, 0, 93, 0, 58, 0, 0]
[0, 0, 34, 55, 34, 0, 0, 0, 37, 9, 40, 48, 48, 63, 0, 10, 0, 12, 63, 0, 69, 0, 48, 8, 68]
[77, 49, 0, 2, 86, 28, 34, 0, 0, 0, 46, 0, 78, 78, 0, 0, 0, 0, 0, 0, 0, 44, 82, 0, 0]
[59, 27, 88, 77, 49, 0, 63, 0, 5, 65, 59, 26, 0, 0, 0, 0, 0, 93, 69, 0, 0, 45, 10, 10, 0]
[0, 0, 0, 0, 5, 0, 8, 86, 53, 0, 6, 71, 76, 0, 0, 58, 86, 0, 0, 44, 45, 0, 0, 8, 0]
[27, 97, 0, 0, 0, 0, 0, 0, 70, 5, 48, 26, 0, 97, 0, 60, 62, 58, 48, 82, 10, 0, 75, 0, 0]
[0, 0, 95, 0, 24, 0, 0, 13, 59, 91, 0, 0, 0, 0, 64, 65, 0, 0, 8, 0, 10, 8, 0, 13, 0]
[98, 33, 59, 0, 0, 85, 86, 0, 93, 56, 0, 96, 49, 62, 74, 0, 0, 0, 68, 0, 0, 0, 0, 0, 92]
