[2, 0, 5, 0, 0, 39, 0, 0, 0, 62, 26, 72, 74, 76, 39, 0, 0, 34, 74, 49, 0, 66, 0, 20, 14, 0, 88, 0, 0, 0, 0, 56, 0, 44, 0, 91, 0, 0, 0, 49, 0, 0, 0, 0, 47, 54, 45, 47]
[0, 0, 0, 0, 0, 21, 51, 0, 0, 39, 59, 95, 11, 2, 0, 0, 36, 12, 67, 28, 0, 0, 70, 25, 10, 86, 0, 0, 0, 0, 52, 0, 0, 0, 89, 0, 65, 86, 57, 41, 0, 0, 96, 0, 0, 0, 0, 5]
[5, 0, 0, 0, 0, 0, 73, 69, 0, 36, 83, 0, 0, 0, 1, 31, 0, 95, 0, 11, 0, 0, 80, 0, 77, 0, 74, 13, 39, 19, 0, 41, 0, 0, 16, 0, 0, 0, 76, 72, 29, 0, 69, 51, 36, 22, 96, 0]
[0, 0, 0, 8, 0, 29, 0, 3, 86, 29, 0, 0, 82, 86, 0, 0, 0, 68, 0, 85, 24, 78, 0, 92, 0, 0, 1, 98, 57, 67, 59, 71, 0, 0, 0, 88, 11, 9, 39, 0, 0, 5, 48, 33, 20, 11, 87, 89]
[0, 0, 0, 0, 36, 0, 0, 0, 0, 33, 51, 0, 0, 91, 0, 82, 15, 0, 0, 2, 11, 0, 0, 24, 9, 0, 0, 0, 34, 0, 0, 0, 71, 0, 0, 16, 0, 0, 0, 28, 63, 90, 94, 0, 0, 25, 0, 64]
[39, 21, 0, 29, 0, 67, 35, 66, 0, 0, 0, 37, 0, 0, 52, 0, 79, 35, 75, 0, 81, 0, 0, 0, 57, 0, 54, 66, 65, 0, 53, 26, 0, 10, 35, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 44, 0]
[0, 51, 73, 0, 0, 35, 0, 0, 86, 92, 57, 0, 90, 0, 0, 0, 0, 26, 0, 0, 0, 0, 41, 26, 0, 0, 23, 75, 0, 0, 69, 0, 77, 0, 44, 45, 41, 78, 0, 80, 0, 34, 0, 0, 0, 65, 0, 0]
[0, 0, 69, 3, 0, 66, 0, 0, 0, 0, 0, 0, 96, 0, 0, 65, 0, 41, 0, 58, 87, 40, 9, 0, 0, 0, 24, 0, 45, 0, 0, 0, 0, 39, 0, 0, 65, 53, 53, 95, 81, 0, 0, 92, 0, 78, 55, 0]
[0, 0, 0, 86, 0, 0, 86, 0, 0, 0, 6, 0, 0, 34, 51, 0, 12, 26, 0, 0, 6, 68, 0, 62, 78, 97, 0, 24, 49, 0, 0, 64, 0, 54, 41, 44, 45, 83, 0, 71, 0, 0, 0, 29, 0, 0, 0, 12]
[62, 39, 36, 29, 33, 0, 92, 0, 0, 0, 63, 0, 0, 12, 35, 34, 0, 51, 41, 26, 0, 97, 0, 0, 46, 71, 0, 0, 0, 39, 68, 78, 85, 57, 0, 0, 0, 44, 61, 84, 25, 10, 12, 0, 0, 78, 0, 4]
[26, 59, 83, 0, 51, 0, 57, 0, 6, 63, 6, 67, 52, 0, 0, 0, 0, 0, 0, 31, 7, 0, 4, 51, 0, 36, 0, 0, 0, 0, 0, 22, 81, 24, 62, 50, 69, 0, 54, 0, 63, 0, 0, 26, 0, 0, 0, 0]
[72, 95, 0, 0, 0, 37, 0, 0, 0, 0, 67, 0, 81, 0, 0, 0, 0, 32, 0, 0, 73, 82, 29, 35, 16, 72, 52, 92, 41, 70, 36, 58, 0, 0, 70, 82, 0, 88, 0, 0, 0, 82, 99, 11, 30, 68, 0, 0]
[74, 11, 0, 82, 0, 0, 90, 96, 0, 0, 52, 81, 0, 0, 50, 0, 0, 84, 61, 0, 0, 47, 78, 76, 0, 0, 11, 1, 0, 0, 6, 0, 32, 0, 0, 0, 0, 72, 0, 0, 0, 63, 0, 3, 36, 0, 0, 0]
[76, 2, 0, 86, 91, 0, 0, 0, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 47, 22, 93, 8, 0, 0, 0, 19, 0, 45, 43, 38, 0, 0, 49, 0, 0, 0, 19, 5, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0]
[39, 0, 1, 0, 0, 52, 0, 0, 51, 35, 0, 0, 50, 0, 0, 80, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 35, 14, 0, 0, 0, 0, 0, 77, 0, 65, 0, 37, 0, 0, 0, 0, 74, 0, 0, 0, 60, 30]
[0, 0, 31, 0, 82, 0, 0, 65, 0, 34, 0, 0, 0, 0, 80, 0, 0, 0, 61, 70, 33, 0, 69, 76, 89, 0, 35, 52, 0, 0, 0, 57, 48, 0, 99, 15, 62, 0, 96, 63, 64, 0, 0, 87, 26, 57, 0, 0]
[0, 36, 0, 0, 15, 79, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 56, 0, 0, 90, 0, 0, 88, 29, 0, 76, 57, 34, 80, 23, 4, 0, 19, 0, 24, 0, 55, 0, 0, 77, 34, 21, 18, 66, 3]
