[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 51, 0, 0, 0, 1, 40, 69, 0, 0, 0, 0, 0, 44, 0, 0, 0, 47]
[6, 58, 0, 30, 0, 0, 57, 40, 82, 72, 0, 34, 0, 0, 0, 0, 0, 34, 51, 0, 0, 48, 0, 70, 0, 0, 39, 39, 38]
[0, 0, 0, 0, 65, 0, 0, 0, 0, 73, 0, 0, 0, 23, 17, 44, 0, 94, 0, 0, 44, 34, 4, 7, 0, 98, 0, 0, 64]
[0, 30, 0, 0, 57, 0, 81, 0, 0, 59, 24, 0, 0, 0, 27, 0, 0, 8, 0, 0, 0, 0, 0, 32, 0, 6, 47, 99, 23]
[0, 0, 65, 57, 0, 99, 0, 0, 0, 79, 12, 0, 50, 57, 10, 0, 0, 49, 39, 28, 59, 0, 52, 40, 21, 0, 9, 0, 0]
[0, 0, 0, 0, 99, 0, 0, 0, 82, 0, 0, 0, 0, 68, 0, 31, 0, 52, 1, 0, 0, 0, 32, 47, 0, 53, 0, 91, 0]
[0, 57, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 88, 65, 0, 0, 0, 90, 0, 76, 68, 0, 0, 0, 42, 61, 65, 68, 0]
[0, 40, 0, 0, 0, 0, 0, 0, 0, 86, 68, 61, 26, 76, 0, 0, 75, 0, 0, 26, 0, 0, 87, 0, 71, 0, 9, 0, 0]
[0, 82, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 51, 0, 0, 8, 0, 86, 73, 0, 34, 0, 5, 82, 0, 0, 0, 0, 0]
[0, 72, 73, 59, 79, 0, 0, 86, 0, 0, 46, 37, 40, 68, 0, 67, 0, 0, 0, 0, 16, 0, 44, 72, 0, 31, 40, 0, 0]
[16, 0, 0, 24, 12, 0, 0, 68, 0, 46, 0, 0, 0, 35, 0, 19, 9, 57, 0, 38, 35, 0, 78, 0, 80, 0, 88, 0, 66]
[0, 34, 0, 0, 0, 0, 0, 61, 0, 37, 0, 0, 0, 0, 0, 25, 0, 50, 0, 0, 0, 0, 18, 91, 0, 55, 11, 50, 60]
[51, 0, 0, 0, 50, 0, 88, 26, 51, 40, 0, 0, 0, 0, 45, 0, 6, 0, 0, 58, 0, 61, 0, 0, 0, 91, 0, 0, 45]
[0, 0, 23, 0, 57, 68, 65, 76, 0, 68, 35, 0, 0, 76, 4, 0, 85, 39, 0, 0, 0, 63, 12, 0, 0, 0, 0, 0, 2]
[0, 0, 17, 27, 10, 0, 0, 0, 0, 0, 0, 0, 45, 4, 0, 0, 89, 0, 5, 0, 0, 0, 5, 0, 1, 0, 0, 19, 0]
[0, 0, 44, 0, 0, 31, 0, 0, 8, 67, 19, 25, 0, 0, 0, 0, 0, 0, 13, 14, 18, 56, 32, 0, 0, 0, 0, 0, 8]
[1, 0, 0, 0, 0, 0, 0, 75, 0, 0, 9, 0, 6, 85, 89, 0, 67, 61, 31, 60, 39, 0, 0, 60, 0, 81, 0, 30, 87]
[40, 34, 94, 8, 49, 52, 90, 0, 86, 0, 57, 50, 0, 39, 0, 0, 61, 58, 0, 0, 0, 76, 0, 64, 40, 44, 35, 10, 24]
[69, 51, 0, 0, 39, 1, 0, 0, 73, 0, 0, 0, 0, 0, 5, 13, 31, 0, 97, 0, 0, 0, 0, 13, 0, 0, 47, 0, 0]
[0, 0, 0, 0, 28, 0, 76, 26, 0, 0, 38, 0, 58, 0, 0, 14, 60, 0, 0, 0, 0, 0, 65, 0, 12, 77, 0, 68, 61]
[0, 0, 44, 0, 59, 0, 68, 0, 34, 16, 35, 0, 0, 0, 0, 18, 39, 0, 0, 0, 95, 0, 74, 0, 0, 65, 0, 2, 87]
[0, 48, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 63, 0, 56, 0, 76, 0, 0, 0, 0, 0, 94, 13, 0, 26, 0, 84]
[0, 0, 4, 0, 52, 32, 0, 87, 5, 44, 78, 18, 0, 12, 5, 32, 0, 0, 0, 65, 74, 0, 0, 0, 82, 73, 31, 5, 38]
[0, 70, 7, 32, 40, 47, 0, 0, 82, 72, 0, 91, 0, 0, 0, 0, 60, 64, 13, 0, 0, 94, 0, 19, 0, 0, 86, 12, 99]
[44, 0, 0, 0, 21, 0, 42, 71, 0, 0, 80, 0, 0, 0, 1, 0, 0, 40, 0, 12, 0, 13, 82, 0, 0, 11, 0, 4, 0]
[0, 0, 98, 6, 0, 53, 61, 0, 0, 31, 0, 55, 91, 0, 0, 0, 81, 44, 0, 77, 65, 0, 73, 0, 11, 0, 21, 86, 63]
[0, 39, 0, 47, 9, 0, 65, 9, 0, 40, 88, 11, 0, 0, 0, 0, 0, 35, 47, 0, 0, 26, 31, 86, 0, 21, 0, 5, 0]
[0, 39, 0, 99, 0, 91, 68, 0, 0, 0, 0, 50, 0, 0, 19, 0, 30, 10, 0, 68, 2, 0, 5, 12, 4, 86, 5, 0, 33]
[47, 38, 64, 23, 0, 0, 0, 0, 0, 0, 66, 60, 45, 2, 0, 8, 87, 24, 0, 61, 87, 84, 38, 99, 0, 63, 0, 33, 0]
