[0, 41, 0, 56, 0, 51, 0, 0, 0, 55, 45, 0, 0, 0, 43, 73, 0, 0, 0, 0, 86, 8, 0, 0, 0, 29, 0, 4, 37, 72, 52, 0, 0, 63, 4]
[41, 95, 44, 50, 88, 0, 0, 0, 43, 22, 88, 52, 0, 32, 83, 4, 94, 0, 53, 30, 0, 75, 7, 0, 0, 41, 0, 0, 65, 56, 0, 0, 5, 58, 11]
[0, 44, 0, 0, 0, 0, 0, 59, 32, 51, 73, 58, 22, 0, 0, 76, 0, 0, 0, 36, 3, 0, 54, 25, 0, 53, 97, 0, 86, 0, 83, 84, 54, 0, 0]
[56, 50, 0, 72, 10, 23, 0, 18, 0, 0, 62, 0, 0, 0, 40, 87, 0, 0, 72, 0, 0, 20, 3, 0, 83, 22, 41, 99, 67, 75, 66, 62, 0, 59, 97]
[0, 88, 0, 10, 0, 0, 8, 0, 77, 0, 0, 43, 71, 0, 0, 6, 0, 89, 72, 91, 0, 0, 32, 81, 0, 97, 0, 88, 0, 11, 58, 0, 0, 0, 27]
[51, 0, 0, 23, 0, 46, 93, 0, 0, 0, 0, 64, 21, 49, 38, 86, 0, 0, 0, 0, 0, 14, 64, 0, 95, 0, 54, 0, 0, 0, 0, 0, 37, 0, 17]
[0, 0, 0, 0, 8, 93, 89, 67, 0, 0, 16, 77, 0, 0, 0, 0, 0, 0, 0, 96, 94, 17, 0, 10, 0, 0, 0, 0, 0, 87, 0, 48, 38, 66, 0]
[0, 0, 59, 18, 0, 0, 67, 46, 0, 0, 0, 0, 0, 5, 88, 50, 0, 83, 0, 99, 0, 0, 91, 0, 67, 42, 89, 47, 0, 22, 44, 11, 0, 70, 59]
[0, 43, 32, 0, 77, 0, 0, 0, 51, 44, 63, 0, 0, 0, 0, 22, 74, 0, 0, 0, 10, 0, 14, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 88]
[55, 22, 51, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 26, 0, 0, 3, 41, 0, 70, 0, 0, 81, 61, 0, 27, 0, 0, 0, 76, 65, 34, 0]
[45, 88, 73, 62, 0, 0, 16, 0, 63, 0, 0, 12, 0, 37, 9, 82, 0, 62, 0, 27, 94, 0, 0, 0, 87, 0, 0, 66, 96, 0, 89, 0, 0, 66, 4]
[0, 52, 58, 0, 43, 64, 77, 0, 0, 0, 12, 0, 8, 10, 63, 0, 46, 0, 0, 0, 0, 0, 34, 0, 0, 47, 0, 0, 0, 3, 0, 0, 38, 0, 64]
[0, 0, 22, 0, 71, 21, 0, 0, 0, 0, 0, 8, 0, 14, 0, 86, 41, 21, 0, 14, 83, 50, 0, 0, 0, 85, 76, 0, 0, 62, 0, 0, 40, 0, 3]
[0, 32, 0, 0, 0, 49, 0, 5, 0, 0, 37, 10, 14, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 40, 36, 56, 0, 78, 0, 80, 54, 0, 9, 92, 0]
[43, 83, 0, 40, 0, 38, 0, 88, 0, 0, 9, 63, 0, 0, 0, 0, 95, 65, 0, 0, 44, 0, 0, 27, 0, 0, 48, 0, 0, 0, 0, 34, 59, 72, 63]
[73, 4, 76, 87, 6, 86, 0, 50, 22, 26, 82, 0, 86, 31, 0, 0, 0, 0, 78, 0, 67, 76, 85, 0, 26, 32, 92, 0, 0, 0, 0, 0, 38, 0, 0]
[0, 94, 0, 0, 0, 0, 0, 0, 74, 0, 0, 46, 41, 0, 95, 0, 0, 0, 18, 41, 70, 36, 0, 0, 0, 0, 0, 0, 6, 0, 0, 31, 0, 0, 16]
[0, 0, 0, 0, 89, 0, 0, 83, 0, 0, 62, 0, 21, 0, 65, 0, 0, 0, 15, 0, 0, 49, 39, 0, 10, 38, 0, 17, 0, 3, 48, 71, 0, 38, 0]
[0, 53, 0, 72, 72, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 78, 18, 15, 0, 37, 82, 0, 0, 0, 0, 0, 0, 85, 0, 0, 4, 39, 98, 0, 97]
[0, 30, 36, 0, 91, 0, 96, 99, 0, 41, 27, 0, 14, 0, 0, 0, 41, 0, 37, 11, 63, 62, 0, 0, 8, 45, 0, 0, 6, 76, 21, 0, 75, 55, 72]
[86, 0, 3, 0, 0, 0, 94, 0, 10, 0, 94, 0, 83, 0, 44, 67, 70, 0, 82, 63, 0, 0, 0, 0, 12, 40, 42, 3, 70, 0, 0, 54, 0, 26, 0]
[8, 75, 0, 20, 0, 14, 17, 0, 0, 70, 0, 0, 50, 0, 0, 76, 36, 49, 0, 62, 0, 0, 73, 68, 0, 94, 78, 0, 73, 0, 94, 0, 0, 88, 27]
[0, 7, 54, 3, 32, 64, 0, 91, 14, 0, 0, 34, 0, 0, 0, 85, 0, 39, 0, 0, 0, 73, 0, 74, 0, 0, 78, 69, 0, 59, 0, 78, 0, 0, 89]
[0, 0, 25, 0, 81, 0, 10, 0, 0, 0, 0, 0, 0, 40, 27, 0, 0, 0, 0, 0, 0, 68, 74, 0, 0, 0, 0, 62, 42, 46, 0, 0, 0, 0, 0]
[0, 0, 0, 83, 0, 95, 0, 67, 0, 81, 87, 0, 0, 36, 0, 26, 0, 10, 0, 8, 12, 0, 0, 0, 0, 4, 43, 6, 0, 10, 48, 68, 0, 59, 1]
[29, 41, 53, 22, 97, 0, 0, 42, 0, 61, 0, 47, 85, 56, 0, 32, 0, 38, 0, 45, 40, 94, 0, 0, 4, 0, 13, 81, 0, 0, 0, 0, 72, 0, 0]
[0, 0, 97, 41, 0, 54, 0, 89, 0, 0, 0, 0, 76, 0, 48, 92, 0, 0, 0, 0, 42, 78, 78, 0, 43, 13, 83, 25, 37, 0, 0, 0, 36, 59, 2]
[4, 0, 0, 99, 88, 0, 0, 47, 38, 27, 66, 0, 0, 78, 0, 0, 0, 17, 85, 0, 3, 0, 69, 62, 6, 81, 25, 90, 0, 0, 8, 0, 0, 69, 0]
[37, 65, 86, 67, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 6, 0, 0, 6, 70, 73, 0, 42, 0, 0, 37, 0, 56, 68, 39, 33, 0, 0, 0]
[72, 56, 0, 75, 11, 0, 87, 22, 0, 0, 0, 3, 62, 80, 0, 0, 0, 3, 0, 76, 0, 0, 59, 46, 10, 0, 0, 0, 68, 0, 0, 0, 0, 0, 48]
[52, 0, 83, 66, 58, 0, 0, 44, 0, 0, 89, 0, 0, 54, 0, 0, 0, 48, 4, 21, 0, 94, 0, 0, 48, 0, 0, 8, 39, 0, 0, 26, 0, 0, 0]
[0, 0, 84, 62, 0, 0, 48, 11, 0, 76, 0, 0, 0, 0, 34, 0, 31, 71, 39, 0, 54, 0, 78, 0, 68, 0, 0, 0, 33, 0, 26, 0, 62, 0, 62]
[0, 5, 54, 0, 0, 37, 38, 0, 0, 65, 0, 38, 40, 9, 59, 38, 0, 0, 98, 75, 0, 0, 0, 0, 0, 72, 36, 0, 0, 0, 0, 62, 21, 96, 0]
[63, 58, 0, 59, 0, 0, 66, 70, 0, 34, 66, 0, 0, 92, 72, 0, 0, 38, 0, 55, 26, 88, 0, 0, 59, 0, 59, 69, 0, 0, 0, 0, 96, 0, 69]
[4, 11, 0, 97, 27, 17, 0, 59, 88, 0, 4, 64, 3, 0, 63, 0, 16, 0, 97, 72, 0, 27, 89, 0, 1, 0, 2, 0, 0, 48, 0, 62, 0, 69, 28]
