[0, 0, 47, 66, 69, 0, 68, 0, 56, 66, 87, 74, 0, 71, 0, 0, 0, 24, 0, 68, 0, 91, 73, 0, 25, 27, 8, 0, 0, 92, 0, 53, 62, 0, 0, 0, 45, 0, 17, 93, 95, 0]
[0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 76, 0, 68, 0, 12, 16, 0, 0, 0, 56, 6, 0, 0, 0, 97, 23, 0, 0, 2, 30, 0, 0, 94, 0, 38, 37, 0, 65, 0, 0, 0, 5]
[47, 0, 93, 70, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 10, 93, 51, 58, 0, 44, 99, 70, 0, 89, 78, 0, 0, 1, 23, 0, 0, 0, 0, 0, 73, 0, 0, 0]
[66, 0, 70, 0, 0, 0, 0, 73, 0, 0, 0, 5, 8, 0, 0, 97, 0, 0, 0, 0, 0, 23, 0, 0, 71, 0, 0, 0, 56, 0, 0, 98, 87, 0, 0, 0, 0, 0, 18, 98, 0, 0]
[69, 17, 0, 0, 13, 0, 52, 0, 24, 64, 77, 27, 0, 0, 13, 29, 0, 72, 0, 0, 0, 0, 67, 26, 0, 0, 0, 64, 0, 22, 59, 0, 0, 96, 78, 0, 35, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 28, 0, 77, 0, 72, 4, 95, 0, 0, 57, 0, 0, 85, 17, 0, 0, 16, 0, 0, 40, 0, 0, 0, 0, 25, 0, 0, 47, 82, 44, 25, 19, 0, 0, 0, 0, 29]
[68, 0, 78, 0, 52, 0, 0, 0, 0, 0, 75, 86, 95, 19, 70, 0, 0, 8, 0, 0, 94, 0, 0, 50, 38, 28, 44, 22, 0, 12, 90, 24, 69, 0, 0, 0, 0, 0, 35, 70, 30, 0]
[0, 0, 0, 73, 0, 77, 0, 39, 42, 64, 43, 72, 29, 87, 0, 66, 0, 0, 0, 0, 0, 44, 11, 11, 37, 91, 0, 0, 32, 98, 0, 0, 68, 42, 0, 17, 2, 0, 83, 0, 60, 0]
[56, 0, 0, 0, 24, 0, 0, 42, 0, 19, 1, 0, 32, 0, 93, 0, 31, 97, 6, 89, 0, 30, 87, 83, 21, 1, 45, 0, 63, 10, 45, 21, 78, 0, 42, 66, 0, 60, 0, 0, 0, 20]
[66, 0, 0, 0, 64, 72, 0, 64, 19, 0, 0, 0, 0, 0, 55, 0, 3, 0, 7, 0, 0, 0, 91, 0, 47, 61, 0, 0, 0, 48, 5, 11, 51, 0, 23, 88, 0, 0, 0, 0, 80, 0]
[87, 76, 0, 0, 77, 4, 75, 43, 1, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 31, 0, 58, 50, 61, 91, 0, 0, 0, 0, 59, 91, 0, 5, 0, 18, 0, 0, 0, 66, 0]
[74, 0, 0, 5, 27, 95, 86, 72, 0, 0, 0, 22, 35, 0, 0, 92, 38, 59, 37, 43, 39, 0, 70, 23, 90, 14, 71, 11, 40, 36, 61, 14, 3, 20, 0, 0, 0, 33, 76, 0, 0, 15]
[0, 68, 0, 8, 0, 0, 95, 29, 32, 0, 0, 35, 0, 0, 0, 44, 77, 96, 0, 0, 20, 7, 98, 53, 0, 19, 71, 0, 54, 39, 0, 0, 71, 42, 0, 76, 0, 15, 4, 0, 0, 71]
[71, 0, 0, 0, 0, 0, 19, 87, 0, 0, 0, 0, 0, 0, 26, 0, 0, 74, 59, 0, 31, 50, 70, 0, 0, 86, 0, 57, 0, 0, 0, 0, 0, 72, 14, 0, 0, 0, 0, 0, 0, 49]
[0, 12, 38, 0, 13, 57, 70, 0, 93, 55, 0, 0, 0, 26, 0, 66, 0, 18, 28, 17, 49, 0, 34, 62, 90, 12, 0, 0, 0, 0, 0, 0, 0, 71, 43, 0, 0, 6, 0, 5, 0, 0]
[0, 16, 0, 97, 29, 0, 0, 66, 0, 0, 32, 92, 44, 0, 66, 0, 86, 53, 0, 72, 0, 0, 95, 0, 76, 36, 0, 0, 87, 65, 0, 73, 0, 0, 60, 71, 1, 31, 0, 0, 35, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 0, 38, 77, 0, 0, 86, 95, 0, 37, 31, 16, 0, 48, 73, 43, 81, 0, 0, 48, 93, 0, 10, 0, 0, 10, 6, 87, 3, 98, 0, 50, 87]
[24, 0, 0, 0, 72, 85, 8, 0, 97, 0, 0, 59, 96, 74, 18, 53, 0, 94, 58, 0, 0, 84, 0, 0, 45, 0, 1, 0, 52, 0, 5, 0, 74, 55, 0, 0, 0, 20, 32, 0, 0, 80]
[0, 0, 10, 0, 0, 17, 0, 0, 6, 7, 0, 37, 0, 59, 28, 0, 37, 58, 0, 63, 0, 36, 24, 78, 45, 15, 37, 95, 26, 0, 0, 0, 17, 23, 70, 0, 7, 89, 1, 0, 0, 65]
[68, 56, 93, 0, 0, 0, 0, 0, 89, 0, 0, 43, 0, 0, 17, 72, 31, 0, 63, 0, 70, 49, 0, 22, 0, 0, 0, 0, 0, 45, 80, 74, 0, 0, 32, 0, 94, 51, 58, 56, 0, 0]
